county,year,month,TMAX,TMIN
Alameda,2016,1,57.42,45.8
Alameda,2016,2,66.77,46.54
Alameda,2016,3,64.42,48.31
Alameda,2016,4,69.65,50.71
Alameda,2016,5,71.29,52.75
Alameda,2016,6,78.22,54.61
Alameda,2016,7,77.29,54.99
Alameda,2016,8,75.74,55.32
Alameda,2016,9,78.83,54.75
Alameda,2016,10,71.22,53.53
Alameda,2016,11,64.95,47.93
Alameda,2016,12,56.65,41.54
Alameda,2017,1,54.68,41.76
Alameda,2017,2,59.29,46.16
Alameda,2017,3,65.81,47.38
Alameda,2017,4,67.45,48.64
Alameda,2017,5,73.13,51.77
Alameda,2017,6,77.17,55.36
Alameda,2017,7,80.88,55.9
Alameda,2017,8,78.33,58.18
Alameda,2017,9,81.51,59.52
Alameda,2017,10,76.38,51.64
Alameda,2017,11,64.24,48.38
Alameda,2017,12,60.01,40.66
Alameda,2018,1,58.92,44.66
Alameda,2018,2,63.17,42.0
Alameda,2018,3,62.2,44.33
Alameda,2018,4,66.47,47.43
Alameda,2018,5,68.16,50.96
Alameda,2018,6,76.23,53.33
Alameda,2018,7,78.41,56.3
Alameda,2018,8,76.46,55.66
Alameda,2018,9,76.17,53.71
Alameda,2018,10,74.62,52.57
Alameda,2018,11,66.66,47.31
Alameda,2018,12,58.11,43.79
Alameda,2019,1,59.63,45.2
Alameda,2019,2,55.05,41.29
Alameda,2019,3,61.89,45.08
Alameda,2019,4,69.28,50.25
Alameda,2019,5,66.64,50.61
Alameda,2019,6,77.78,55.69
Alameda,2019,7,77.45,56.07
Alameda,2019,8,81.12,58.79
Alameda,2019,9,78.74,56.84
Alameda,2019,10,75.18,50.18
Alameda,2019,11,66.19,45.56
Alameda,2019,12,57.5,44.85
Alameda,2020,1,57.4,42.03
Alameda,2020,2,65.19,44.13
Alameda,2020,3,61.44,45.63
Alameda,2020,4,66.91,49.19
Alameda,2020,5,74.84,53.58
Alameda,2020,6,76.44,55.87
Alameda,2020,7,75.8,55.94
Alameda,2020,8,80.66,60.14
Alameda,2020,9,80.81,59.87
Alameda,2020,10,80.01,56.88
Alameda,2020,11,64.51,44.99
Alameda,2020,12,59.9,42.42
Alpine,2016,1,38.21,18.94
Alpine,2016,2,48.61,21.57
Alpine,2016,3,45.72,25.69
Alpine,2016,4,51.15,28.92
Alpine,2016,5,55.57,32.35
Alpine,2016,6,69.27,42.26
Alpine,2016,7,74.3,45.44
Alpine,2016,8,74.81,44.9
Alpine,2016,9,66.71,39.19
Alpine,2016,10,53.6,33.79
Alpine,2016,11,48.77,26.78
Alpine,2016,12,39.12,18.93
Alpine,2017,1,35.47,16.88
Alpine,2017,2,38.15,20.52
Alpine,2017,3,47.92,23.46
Alpine,2017,4,47.72,25.3
Alpine,2017,5,57.83,32.42
Alpine,2017,6,67.44,38.96
Alpine,2017,7,75.98,46.98
Alpine,2017,8,73.65,46.54
Alpine,2017,9,62.3,38.34
Alpine,2017,10,58.39,30.21
Alpine,2017,11,47.6,29.63
Alpine,2017,12,47.17,21.36
Alpine,2018,1,44.75,24.33
Alpine,2018,2,40.64,14.92
Alpine,2018,3,40.89,19.44
Alpine,2018,4,51.38,26.57
Alpine,2018,5,57.01,34.74
Alpine,2018,6,69.57,40.29
Alpine,2018,7,77.32,48.85
Alpine,2018,8,74.63,45.48
Alpine,2018,9,68.86,40.22
Alpine,2018,10,55.34,31.17
Alpine,2018,11,49.72,25.57
Alpine,2018,12,39.18,18.5
Alpine,2019,1,40.84,20.41
Alpine,2019,2,32.57,13.28
Alpine,2019,3,41.19,19.61
Alpine,2019,4,51.74,28.75
Alpine,2019,5,52.56,30.23
Alpine,2019,6,65.48,37.69
Alpine,2019,7,72.04,44.27
Alpine,2019,8,74.24,45.31
Alpine,2019,9,62.82,37.82
Alpine,2019,10,55.8,26.71
Alpine,2019,11,50.32,25.28
Alpine,2019,12,37.76,21.21
Alpine,2020,1,41.82,19.93
Alpine,2020,2,45.69,18.93
Alpine,2020,3,40.62,19.99
Alpine,2020,4,51.49,27.13
Alpine,2020,5,58.36,33.25
Alpine,2020,6,66.16,38.15
Alpine,2020,7,74.99,44.77
Alpine,2020,8,76.7,47.98
Alpine,2020,9,71.42,42.54
Alpine,2020,10,64.78,33.92
Alpine,2020,11,46.94,22.58
Alpine,2020,12,42.13,19.01
Amador,2016,1,49.54,36.95
Amador,2016,2,63.25,44.22
Amador,2016,3,57.94,41.22
Amador,2016,4,65.65,45.6
Amador,2016,5,70.09,49.62
Amador,2016,6,84.45,60.32
Amador,2016,7,90.06,65.04
Amador,2016,8,90.34,66.26
Amador,2016,9,83.41,58.64
Amador,2016,10,67.36,49.8
Amador,2016,11,61.14,43.98
Amador,2016,12,51.69,36.95
Amador,2017,1,47.34,34.38
Amador,2017,2,50.54,37.28
Amador,2017,3,60.22,42.09
Amador,2017,4,60.63,42.15
Amador,2017,5,73.85,51.28
Amador,2017,6,83.26,60.42
Amador,2017,7,92.84,68.48
Amador,2017,8,92.01,68.24
Amador,2017,9,81.72,58.8
Amador,2017,10,75.96,53.52
Amador,2017,11,59.77,44.36
Amador,2017,12,60.81,44.02
Amador,2018,1,57.64,42.24
Amador,2018,2,56.24,37.36
Amador,2018,3,54.45,37.25
Amador,2018,4,64.44,42.92
Amador,2018,5,71.82,49.98
Amador,2018,6,83.81,59.51
Amador,2018,7,93.26,69.88
Amador,2018,8,89.6,65.62
Amador,2018,9,85.17,61.06
Amador,2018,10,73.32,53.35
Amador,2018,11,63.98,47.28
Amador,2018,12,52.91,37.99
Amador,2019,1,54.24,39.96
Amador,2019,2,43.6,29.57
Amador,2019,3,53.8,37.72
Amador,2019,4,65.93,46.11
Amador,2019,5,64.92,45.39
Amador,2019,6,84.24,62.25
Amador,2019,7,88.05,66.12
Amador,2019,8,88.74,65.63
Amador,2019,9,78.87,56.75
Amador,2019,10,72.38,50.58
Amador,2019,11,64.56,46.88
Amador,2019,12,51.25,38.41
Amador,2020,1,52.7,37.44
Amador,2020,2,61.28,41.73
Amador,2020,3,52.96,37.16
Amador,2020,4,63.55,44.52
Amador,2020,5,71.79,51.06
Amador,2020,6,80.78,57.52
Amador,2020,7,89.47,66.26
Amador,2020,8,91.85,68.86
Amador,2020,9,87.84,65.96
Amador,2020,10,81.65,59.74
Amador,2020,11,61.41,43.09
Amador,2020,12,56.5,40.65
Butte,2016,1,55.4,41.15
Butte,2016,2,65.91,43.76
Butte,2016,3,65.09,45.57
Butte,2016,4,75.27,50.36
Butte,2016,5,81.37,55.17
Butte,2016,6,91.72,59.93
Butte,2016,7,95.4,61.72
Butte,2016,8,94.06,61.25
Butte,2016,9,88.01,56.45
Butte,2016,10,72.06,50.38
Butte,2016,11,63.59,43.48
Butte,2016,12,54.72,37.42
Butte,2017,1,53.45,39.34
Butte,2017,2,58.18,45.84
Butte,2017,3,66.32,46.77
Butte,2017,4,68.45,48.97
Butte,2017,5,82.97,56.5
Butte,2017,6,91.16,63.06
Butte,2017,7,98.66,67.12
Butte,2017,8,96.6,66.08
Butte,2017,9,88.17,59.89
Butte,2017,10,79.75,50.84
Butte,2017,11,61.8,47.27
Butte,2017,12,60.12,38.54
Butte,2018,1,58.47,42.64
Butte,2018,2,63.76,38.54
Butte,2018,3,63.42,41.74
Butte,2018,4,71.92,47.24
Butte,2018,5,81.9,53.73
Butte,2018,6,92.82,60.13
Butte,2018,7,98.88,67.7
Butte,2018,8,92.57,62.56
Butte,2018,9,89.38,57.97
Butte,2018,10,80.41,53.17
Butte,2018,11,66.81,44.99
Butte,2018,12,57.23,40.96
Butte,2019,1,58.96,42.84
Butte,2019,2,54.09,40.4
Butte,2019,3,62.45,45.58
Butte,2019,4,74.29,52.66
Butte,2019,5,76.63,52.63
Butte,2019,6,92.11,62.98
Butte,2019,7,94.46,64.89
Butte,2019,8,95.11,65.76
Butte,2019,9,86.23,59.78
Butte,2019,10,78.24,48.05
Butte,2019,11,69.04,44.04
Butte,2019,12,58.39,44.11
Butte,2020,1,57.0,41.33
Butte,2020,2,67.62,41.24
Butte,2020,3,64.79,43.74
Butte,2020,4,74.57,50.51
Butte,2020,5,82.82,56.32
Butte,2020,6,90.98,62.62
Butte,2020,7,96.76,65.17
Butte,2020,8,96.84,66.82
Butte,2020,9,92.48,62.33
Butte,2020,10,85.62,54.73
Butte,2020,11,65.41,43.33
Butte,2020,12,60.32,39.66
Calaveras,2016,1,49.15,34.49
Calaveras,2016,2,61.43,36.5
Calaveras,2016,3,58.62,38.69
Calaveras,2016,4,66.61,43.13
Calaveras,2016,5,71.02,47.78
Calaveras,2016,6,86.06,56.13
Calaveras,2016,7,90.56,61.09
Calaveras,2016,8,89.83,59.88
Calaveras,2016,9,81.16,53.41
Calaveras,2016,10,68.08,46.14
Calaveras,2016,11,60.94,40.0
Calaveras,2016,12,50.88,32.81
Calaveras,2017,1,47.29,33.25
Calaveras,2017,2,52.36,36.21
Calaveras,2017,3,61.85,39.38
Calaveras,2017,4,61.74,40.4
Calaveras,2017,5,74.88,49.55
Calaveras,2017,6,83.32,56.84
Calaveras,2017,7,92.68,64.19
Calaveras,2017,8,90.4,64.39
Calaveras,2017,9,81.18,56.31
Calaveras,2017,10,73.47,46.61
Calaveras,2017,11,59.95,41.81
Calaveras,2017,12,58.91,35.83
Calaveras,2018,1,57.01,38.4
Calaveras,2018,2,55.36,33.72
Calaveras,2018,3,53.58,35.57
Calaveras,2018,4,66.27,42.29
Calaveras,2018,5,71.77,47.47
Calaveras,2018,6,82.55,55.83
Calaveras,2018,7,92.26,64.8
Calaveras,2018,8,87.76,60.47
Calaveras,2018,9,82.77,55.23
Calaveras,2018,10,72.0,48.36
Calaveras,2018,11,63.85,42.81
Calaveras,2018,12,51.92,34.81
Calaveras,2019,1,53.78,36.7
Calaveras,2019,2,46.4,31.28
Calaveras,2019,3,53.31,36.14
Calaveras,2019,4,65.33,43.41
Calaveras,2019,5,65.58,44.09
Calaveras,2019,6,83.1,56.38
Calaveras,2019,7,87.13,60.83
Calaveras,2019,8,88.72,61.6
Calaveras,2019,9,79.51,53.05
Calaveras,2019,10,72.36,46.45
Calaveras,2019,11,64.91,42.36
Calaveras,2019,12,50.61,35.84
Calaveras,2020,1,52.21,34.55
Calaveras,2020,2,61.07,37.46
Calaveras,2020,3,53.67,36.37
Calaveras,2020,4,63.07,42.03
Calaveras,2020,5,74.34,49.15
Calaveras,2020,6,81.19,54.39
Calaveras,2020,7,89.33,61.8
Calaveras,2020,8,90.68,64.44
Calaveras,2020,9,86.44,60.93
Calaveras,2020,10,81.91,56.09
Calaveras,2020,11,67.32,42.43
Calaveras,2020,12,60.84,38.7
Colusa,2016,1,54.78,40.11
Colusa,2016,2,66.63,41.69
Colusa,2016,3,66.22,43.96
Colusa,2016,4,76.37,46.61
Colusa,2016,5,80.99,53.77
Colusa,2016,6,91.77,57.38
Colusa,2016,7,95.51,59.65
Colusa,2016,8,95.18,59.74
Colusa,2016,9,90.5,54.84
Colusa,2016,10,74.68,48.21
Colusa,2016,11,64.29,43.31
Colusa,2016,12,54.19,34.35
Colusa,2017,1,53.5,36.47
Colusa,2017,2,58.59,42.36
Colusa,2017,3,66.86,43.49
Colusa,2017,4,69.3,45.17
Colusa,2017,5,84.33,52.59
Colusa,2017,6,91.87,59.78
Colusa,2017,7,98.24,62.32
Colusa,2017,8,98.03,63.58
Colusa,2017,9,90.46,58.18
Colusa,2017,10,81.26,46.03
Colusa,2017,11,63.15,43.04
Colusa,2017,12,61.94,34.46
Colusa,2018,1,59.49,37.9
Colusa,2018,2,63.3,34.15
Colusa,2018,3,64.77,38.48
Colusa,2018,4,73.5,44.48
Colusa,2018,5,83.35,51.67
Colusa,2018,6,91.94,57.77
Colusa,2018,7,98.39,63.42
Colusa,2018,8,92.49,58.64
Colusa,2018,9,89.9,52.42
Colusa,2018,10,80.19,48.56
Colusa,2018,11,67.87,40.25
Colusa,2018,12,55.89,37.19
Colusa,2019,1,57.32,38.47
Colusa,2019,2,52.57,36.11
Colusa,2019,3,61.33,40.74
Colusa,2019,4,75.42,48.45
Colusa,2019,5,76.91,49.21
Colusa,2019,6,91.3,59.38
Colusa,2019,7,92.92,60.48
Colusa,2019,8,94.81,60.27
Colusa,2019,9,86.99,53.78
Colusa,2019,10,77.48,42.71
Colusa,2019,11,69.61,39.3
Colusa,2019,12,53.43,38.84
Colusa,2020,1,55.62,35.61
Colusa,2020,2,65.88,35.75
Colusa,2020,3,64.4,36.89
Colusa,2020,4,75.72,43.75
Colusa,2020,5,83.06,48.83
Colusa,2020,6,90.67,53.47
Colusa,2020,7,96.52,57.06
Colusa,2020,8,97.5,61.67
Colusa,2020,9,92.09,58.01
Colusa,2020,10,86.66,49.16
Colusa,2020,11,66.61,35.65
Colusa,2020,12,59.92,35.16
Contra Costa,2016,1,55.78,42.39
Contra Costa,2016,2,65.66,45.36
Contra Costa,2016,3,63.53,45.64
Contra Costa,2016,4,69.53,48.14
Contra Costa,2016,5,72.17,51.29
Contra Costa,2016,6,80.69,54.41
Contra Costa,2016,7,80.59,55.36
Contra Costa,2016,8,79.41,55.82
Contra Costa,2016,9,80.07,54.3
Contra Costa,2016,10,71.04,50.85
Contra Costa,2016,11,64.14,46.0
Contra Costa,2016,12,55.47,38.52
Contra Costa,2017,1,53.25,39.0
Contra Costa,2017,2,57.76,43.53
Contra Costa,2017,3,64.32,44.44
Contra Costa,2017,4,66.31,46.52
Contra Costa,2017,5,74.02,49.9
Contra Costa,2017,6,80.23,54.18
Contra Costa,2017,7,83.38,56.99
Contra Costa,2017,8,81.07,58.29
Contra Costa,2017,9,81.83,57.59
Contra Costa,2017,10,76.0,50.29
Contra Costa,2017,11,62.62,46.36
Contra Costa,2017,12,60.93,40.44
Contra Costa,2018,1,58.02,42.4
Contra Costa,2018,2,63.35,40.22
Contra Costa,2018,3,59.51,40.81
Contra Costa,2018,4,66.76,45.18
Contra Costa,2018,5,69.79,47.4
Contra Costa,2018,6,79.09,53.58
Contra Costa,2018,7,83.68,58.68
Contra Costa,2018,8,78.97,55.56
Contra Costa,2018,9,78.37,53.23
Contra Costa,2018,10,74.56,51.33
Contra Costa,2018,11,66.28,50.85
Contra Costa,2018,12,56.5,41.39
Contra Costa,2019,1,57.39,42.7
Contra Costa,2019,2,52.65,38.67
Contra Costa,2019,3,60.25,44.81
Contra Costa,2019,4,68.91,51.14
Contra Costa,2019,5,67.42,49.63
Contra Costa,2019,6,80.0,56.74
Contra Costa,2019,7,79.96,57.68
Contra Costa,2019,8,81.9,60.08
Contra Costa,2019,9,78.35,59.24
Contra Costa,2019,10,73.96,53.2
Contra Costa,2019,11,65.19,49.2
Contra Costa,2019,12,56.26,45.09
Contra Costa,2020,1,55.87,43.34
Contra Costa,2020,2,64.4,46.21
Contra Costa,2020,3,58.47,44.01
Contra Costa,2020,4,67.14,47.8
Contra Costa,2020,5,72.42,53.18
Contra Costa,2020,6,76.35,56.17
Contra Costa,2020,7,77.18,58.62
Contra Costa,2020,8,82.18,62.37
Contra Costa,2020,9,81.31,62.39
Contra Costa,2020,10,78.98,59.17
Contra Costa,2020,11,63.17,46.89
Contra Costa,2020,12,58.99,44.58
Del Norte,2016,1,50.38,39.1
Del Norte,2016,2,58.38,44.8
Del Norte,2016,3,57.21,45.33
Del Norte,2016,4,60.42,47.08
Del Norte,2016,5,61.02,46.13
Del Norte,2016,6,67.67,49.36
Del Norte,2016,7,70.37,51.3
Del Norte,2016,8,73.05,53.86
Del Norte,2016,9,69.03,49.39
Del Norte,2016,10,58.27,46.61
Del Norte,2016,11,55.39,43.02
Del Norte,2016,12,47.83,33.45
Del Norte,2017,1,48.19,34.22
Del Norte,2017,2,49.07,37.29
Del Norte,2017,3,52.71,40.03
Del Norte,2017,4,53.77,39.3
Del Norte,2017,5,62.34,44.67
Del Norte,2017,6,66.14,49.47
Del Norte,2017,7,71.82,53.42
Del Norte,2017,8,74.24,56.74
Del Norte,2017,9,68.76,51.93
Del Norte,2017,10,62.55,44.25
Del Norte,2017,11,52.24,40.82
Del Norte,2017,12,55.44,39.25
Del Norte,2018,1,53.94,41.33
Del Norte,2018,2,52.17,36.07
Del Norte,2018,3,54.4,37.91
Del Norte,2018,4,57.04,41.3
Del Norte,2018,5,62.87,46.55
Del Norte,2018,6,67.01,47.51
Del Norte,2018,7,73.69,55.18
Del Norte,2018,8,71.75,54.91
Del Norte,2018,9,67.62,48.08
Del Norte,2018,10,63.38,47.2
Del Norte,2018,11,57.52,42.07
Del Norte,2018,12,49.84,36.88
Del Norte,2019,1,53.55,40.01
Del Norte,2019,2,44.21,31.54
Del Norte,2019,3,53.59,36.72
Del Norte,2019,4,57.05,42.6
Del Norte,2019,5,61.5,45.5
Del Norte,2019,6,68.52,48.97
Del Norte,2019,7,71.2,52.18
Del Norte,2019,8,73.48,54.42
Del Norte,2019,9,66.16,50.65
Del Norte,2019,10,61.08,42.6
Del Norte,2019,11,56.29,41.31
Del Norte,2019,12,50.45,38.13
Del Norte,2020,1,48.32,38.04
Del Norte,2020,2,51.15,35.35
Del Norte,2020,3,50.88,35.98
Del Norte,2020,4,58.18,41.52
Del Norte,2020,5,61.66,45.34
Del Norte,2020,6,66.57,48.8
Del Norte,2020,7,71.32,52.6
Del Norte,2020,8,74.13,54.7
Del Norte,2020,9,72.86,56.76
Del Norte,2020,10,62.02,49.56
Del Norte,2020,11,56.03,41.76
Del Norte,2020,12,54.88,40.04
El Dorado,2016,1,39.86,24.42
El Dorado,2016,2,48.44,26.55
El Dorado,2016,3,48.1,29.85
El Dorado,2016,4,55.7,33.8
El Dorado,2016,5,60.23,39.07
El Dorado,2016,6,74.91,46.02
El Dorado,2016,7,80.72,51.07
El Dorado,2016,8,82.42,55.29
El Dorado,2016,9,73.25,44.05
El Dorado,2016,10,58.87,38.34
El Dorado,2016,11,48.86,29.55
El Dorado,2016,12,41.24,24.71
El Dorado,2017,1,34.89,21.96
El Dorado,2017,2,41.3,27.09
El Dorado,2017,3,47.57,28.12
El Dorado,2017,4,49.08,29.55
El Dorado,2017,5,63.71,37.64
El Dorado,2017,6,73.47,44.83
El Dorado,2017,7,83.12,52.17
El Dorado,2017,8,80.46,54.0
El Dorado,2017,9,69.31,44.22
El Dorado,2017,10,61.38,35.72
El Dorado,2017,11,48.14,32.19
El Dorado,2017,12,45.86,25.25
El Dorado,2018,1,44.99,28.53
El Dorado,2018,2,43.16,21.88
El Dorado,2018,3,41.75,23.15
El Dorado,2018,4,54.46,30.36
El Dorado,2018,5,62.43,39.42
El Dorado,2018,6,74.84,44.45
El Dorado,2018,7,84.33,56.05
El Dorado,2018,8,80.79,48.45
El Dorado,2018,9,73.26,41.91
El Dorado,2018,10,61.05,37.48
El Dorado,2018,11,52.0,30.0
El Dorado,2018,12,39.88,23.74
El Dorado,2019,1,40.19,24.14
El Dorado,2019,2,32.98,18.74
El Dorado,2019,3,41.63,25.22
El Dorado,2019,4,53.64,32.49
El Dorado,2019,5,55.35,34.43
El Dorado,2019,6,71.85,45.81
El Dorado,2019,7,78.69,50.85
El Dorado,2019,8,80.08,49.28
El Dorado,2019,9,69.26,43.87
El Dorado,2019,10,58.42,30.91
El Dorado,2019,11,52.07,29.53
El Dorado,2019,12,39.96,26.53
El Dorado,2020,1,41.1,25.23
El Dorado,2020,2,47.78,25.79
El Dorado,2020,3,42.27,25.11
El Dorado,2020,4,52.45,29.73
El Dorado,2020,5,61.32,36.8
El Dorado,2020,6,69.66,40.22
El Dorado,2020,7,80.34,47.52
El Dorado,2020,8,82.75,52.35
El Dorado,2020,9,77.04,49.03
El Dorado,2020,10,69.09,38.12
El Dorado,2020,11,48.51,27.74
El Dorado,2020,12,41.43,23.26
Fresno,2016,1,54.22,38.29
Fresno,2016,2,63.42,40.58
Fresno,2016,3,64.3,42.91
Fresno,2016,4,71.68,47.67
Fresno,2016,5,77.5,52.24
Fresno,2016,6,90.08,60.61
Fresno,2016,7,94.11,64.1
Fresno,2016,8,93.66,63.75
Fresno,2016,9,86.24,56.99
Fresno,2016,10,74.9,49.83
Fresno,2016,11,65.2,43.24
Fresno,2016,12,52.98,34.63
Fresno,2017,1,51.58,36.28
Fresno,2017,2,56.55,40.92
Fresno,2017,3,64.84,42.49
Fresno,2017,4,67.7,44.37
Fresno,2017,5,78.97,52.54
Fresno,2017,6,88.87,60.59
Fresno,2017,7,96.42,67.23
Fresno,2017,8,94.79,67.07
Fresno,2017,9,85.15,59.33
Fresno,2017,10,76.47,48.5
Fresno,2017,11,63.78,43.5
Fresno,2017,12,58.42,34.51
Fresno,2018,1,58.05,40.11
Fresno,2018,2,59.6,35.99
Fresno,2018,3,59.99,40.05
Fresno,2018,4,71.26,46.0
Fresno,2018,5,77.93,52.08
Fresno,2018,6,88.24,58.28
Fresno,2018,7,96.65,68.71
Fresno,2018,8,93.01,63.7
Fresno,2018,9,87.55,58.22
Fresno,2018,10,75.2,50.15
Fresno,2018,11,65.96,42.67
Fresno,2018,12,53.84,37.73
Fresno,2019,1,56.74,38.53
Fresno,2019,2,51.68,34.6
Fresno,2019,3,60.19,40.25
Fresno,2019,4,71.31,47.61
Fresno,2019,5,70.7,48.74
Fresno,2019,6,86.98,59.77
Fresno,2019,7,90.58,63.21
Fresno,2019,8,92.17,64.56
Fresno,2019,9,84.19,56.75
Fresno,2019,10,73.81,45.53
Fresno,2019,11,66.33,41.79
Fresno,2019,12,54.49,38.75
Fresno,2020,1,54.12,35.57
Fresno,2020,2,62.19,36.72
Fresno,2020,3,59.6,39.39
Fresno,2020,4,68.14,45.74
Fresno,2020,5,79.35,52.57
Fresno,2020,6,87.34,57.64
Fresno,2020,7,93.54,63.11
Fresno,2020,8,93.33,64.57
Fresno,2020,9,87.81,61.05
Fresno,2020,10,80.43,53.67
Fresno,2020,11,61.93,39.25
Fresno,2020,12,55.86,34.52
Glenn,2016,1,52.21,39.36
Glenn,2016,2,64.36,42.48
Glenn,2016,3,61.63,42.75
Glenn,2016,4,72.71,47.15
Glenn,2016,5,78.26,52.8
Glenn,2016,6,86.99,58.52
Glenn,2016,7,90.51,60.86
Glenn,2016,8,90.92,59.54
Glenn,2016,9,86.37,55.69
Glenn,2016,10,69.62,48.13
Glenn,2016,11,60.89,42.71
Glenn,2016,12,52.48,33.98
Glenn,2017,1,51.26,34.93
Glenn,2017,2,55.13,39.21
Glenn,2017,3,62.73,41.54
Glenn,2017,4,65.42,43.27
Glenn,2017,5,80.6,52.14
Glenn,2017,6,87.34,60.4
Glenn,2017,7,94.16,64.68
Glenn,2017,8,93.51,64.64
Glenn,2017,9,86.19,58.61
Glenn,2017,10,78.14,49.95
Glenn,2017,11,59.29,42.96
Glenn,2017,12,60.71,37.49
Glenn,2018,1,55.36,39.63
Glenn,2018,2,61.63,37.41
Glenn,2018,3,60.44,38.12
Glenn,2018,4,69.26,44.12
Glenn,2018,5,78.42,52.42
Glenn,2018,6,87.07,58.78
Glenn,2018,7,93.81,65.23
Glenn,2018,8,88.04,59.94
Glenn,2018,9,86.09,54.93
Glenn,2018,10,77.05,51.13
Glenn,2018,11,65.14,43.89
Glenn,2018,12,54.0,37.79
Glenn,2019,1,55.61,39.44
Glenn,2019,2,49.69,34.38
Glenn,2019,3,58.39,40.53
Glenn,2019,4,71.71,48.58
Glenn,2019,5,73.75,49.21
Glenn,2019,6,87.75,60.09
Glenn,2019,7,89.31,62.07
Glenn,2019,8,91.63,62.72
Glenn,2019,9,83.4,55.09
Glenn,2019,10,75.6,47.63
Glenn,2019,11,68.27,42.78
Glenn,2019,12,52.92,40.0
Glenn,2020,1,53.45,38.0
Glenn,2020,2,64.8,40.72
Glenn,2020,3,61.61,39.88
Glenn,2020,4,72.14,46.67
Glenn,2020,5,78.61,53.02
Glenn,2020,6,86.28,58.72
Glenn,2020,7,92.3,62.36
Glenn,2020,8,93.03,64.16
Glenn,2020,9,89.17,60.46
Glenn,2020,10,83.32,55.35
Glenn,2020,11,63.07,39.67
Glenn,2020,12,58.65,36.94
Humboldt,2016,1,56.62,42.95
Humboldt,2016,2,60.04,42.24
Humboldt,2016,3,61.71,43.2
Humboldt,2016,4,65.17,46.19
Humboldt,2016,5,67.5,49.17
Humboldt,2016,6,69.93,50.27
Humboldt,2016,7,64.55,51.68
Humboldt,2016,8,71.27,51.2
Humboldt,2016,9,73.47,48.14
Humboldt,2016,10,64.4,48.97
Humboldt,2016,11,60.56,45.38
Humboldt,2016,12,50.45,35.99
Humboldt,2017,1,51.07,37.11
Humboldt,2017,2,55.06,41.45
Humboldt,2017,3,58.47,43.39
Humboldt,2017,4,60.47,43.89
Humboldt,2017,5,67.84,46.0
Humboldt,2017,6,63.57,49.34
Humboldt,2017,7,71.27,51.31
Humboldt,2017,8,77.31,53.78
Humboldt,2017,9,74.31,51.53
Humboldt,2017,10,67.38,42.15
Humboldt,2017,11,58.42,43.74
Humboldt,2017,12,55.98,38.37
Humboldt,2018,1,57.11,43.87
Humboldt,2018,2,57.49,36.12
Humboldt,2018,3,58.77,40.74
Humboldt,2018,4,63.92,44.2
Humboldt,2018,5,66.96,48.84
Humboldt,2018,6,71.94,48.76
Humboldt,2018,7,76.04,52.42
Humboldt,2018,8,72.7,52.3
Humboldt,2018,9,71.0,45.55
Humboldt,2018,10,65.74,43.95
Humboldt,2018,11,59.56,39.38
Humboldt,2018,12,55.58,40.47
Humboldt,2019,1,58.62,41.96
Humboldt,2019,2,50.18,36.9
Humboldt,2019,3,56.7,39.9
Humboldt,2019,4,63.13,45.63
Humboldt,2019,5,64.03,45.6
Humboldt,2019,6,73.01,48.39
Humboldt,2019,7,74.06,53.66
Humboldt,2019,8,77.65,54.3
Humboldt,2019,9,73.62,51.5
Humboldt,2019,10,65.83,41.0
Humboldt,2019,11,57.57,39.09
Humboldt,2019,12,55.54,42.44
Humboldt,2020,1,53.59,42.61
Humboldt,2020,2,56.08,36.75
Humboldt,2020,3,54.9,39.28
Humboldt,2020,4,58.18,44.07
Humboldt,2020,5,60.35,46.17
Humboldt,2020,6,62.97,48.69
Humboldt,2020,7,75.2,53.62
Humboldt,2020,8,73.54,51.75
Humboldt,2020,9,68.13,51.78
Humboldt,2020,10,64.42,44.91
Humboldt,2020,11,56.61,38.2
Humboldt,2020,12,56.21,37.85
Imperial,2016,1,70.48,44.65
Imperial,2016,2,81.88,49.6
Imperial,2016,3,84.26,55.12
Imperial,2016,4,87.92,58.84
Imperial,2016,5,91.56,62.79
Imperial,2016,6,107.25,75.04
Imperial,2016,7,110.08,80.25
Imperial,2016,8,108.43,80.12
Imperial,2016,9,99.57,70.87
Imperial,2016,10,93.42,64.53
Imperial,2016,11,81.17,52.21
Imperial,2016,12,68.66,44.86
Imperial,2017,1,67.01,45.42
Imperial,2017,2,74.4,50.14
Imperial,2017,3,84.87,55.77
Imperial,2017,4,90.61,60.64
Imperial,2017,5,93.56,64.19
Imperial,2017,6,107.29,72.6
Imperial,2017,7,108.14,81.86
Imperial,2017,8,107.6,81.26
Imperial,2017,9,97.62,72.03
Imperial,2017,10,93.47,61.88
Imperial,2017,11,82.08,56.84
Imperial,2017,12,73.63,42.92
Imperial,2018,1,75.59,47.06
Imperial,2018,2,74.16,45.81
Imperial,2018,3,78.78,52.92
Imperial,2018,4,90.81,60.58
Imperial,2018,5,93.41,64.03
Imperial,2018,6,103.96,71.34
Imperial,2018,7,108.48,82.75
Imperial,2018,8,107.8,82.92
Imperial,2018,9,104.84,76.12
Imperial,2018,10,87.51,63.33
Imperial,2018,11,78.75,51.06
Imperial,2018,12,68.46,45.57
Imperial,2019,1,67.68,43.54
Imperial,2019,2,65.27,43.34
Imperial,2019,3,78.05,52.84
Imperial,2019,4,88.32,61.17
Imperial,2019,5,87.01,61.83
Imperial,2019,6,102.11,70.92
Imperial,2019,7,107.8,78.67
